id,finish_number,finish_name,collection,variant,sku_code,grain,product_type,manufacturer,region,availability_notes,texture_58,texture_90,texture_34,texture_43,texture_46,texture_BH,texture_ML,texture_NG,texture_PA,texture_PG,texture_PX,texture_26,texture_WR,texture_11,texture_DP,texture_MC,texture_SP,texture_42,grade_12,grade_20,grade_V4,grade_V5,grade_13,grade_CC,grade_C9,size_4x8,size_4x10,size_4x12,size_5x12,fire_rated_eligible,fire_rated_grade_32,fire_rated_grade_50,fire_rated_size_4x8,fire_rated_size_5x10,fire_rated_size_5x12,compact_available
115,4971,Natural Gray Felt,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
116,4972,Yellow Felt,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
117,4973,Orange Felt,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
118,4974,Green Felt,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
119,5019,Black Bardiglio,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
120,5875,Neutral Weft,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
121,5880,Earthen Warp,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
122,5882,Citadel Warp,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
123,6001,Bianco Antico,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
124,6124,Raw Cloth,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
125,6125,Pampas Cloth,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
126,6126,Sheer Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
127,6127,Muslin Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
128,6128,Sisal Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
129,6129,Gray Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
130,6130,Chambray Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
131,6131,Palma Fabric,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
132,6212,Wheat Strand,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
133,6220,Smoke Quarstone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
134,6222,Brazilian Brown Granite,Patterns,,,0,Laminate,Formica,NA,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
135,6226,Ivory Kashmire,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
136,6280,Midnight Stone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
137,6306,Wenge Strand,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
138,6307,Burnt Strand,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
139,6314,Neo Cloud,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
140,6696,Carrara Bianco,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
141,6697,Argento Romano,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
142,6698,Paloma Polar,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
143,6942,Charcoal Boomerang,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
144,6997,Pale Brushstroke,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
145,6998,Wood Brushstroke,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
146,6999,Earthenware Brushstroke,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
147,7018,Navy Grafix,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
148,7213,Earth Wash,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
149,7264,Lime Stone,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
150,7267,Concrete Stone,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
151,7406,Marmara Beige,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
152,7407,Marmara Gray,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
153,7408,Ice Onyx,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
154,7494,Carrara Envision,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
155,7708,Flax Gauze,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
156,7732,Butterum Granite,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
157,7734,Jamocha Granite,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
158,7735,Portico Marble,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
159,7812,MDF Solidz,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
160,7813,Cardboard Solidz,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
161,8678,Starched Paperfold,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
162,8679,Origami Paperfold,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
163,8680,Washi Paperfold,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
164,8681,Cotton Cloth,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
165,8682,Woolen Cloth,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
166,8683,Glass Cloth,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
167,8684,Birchbark,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
168,8824,White Drops,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
169,8826,Neutral Twill,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
170,8827,Sarum Twill,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
171,8828,Earthen Twill,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
172,8829,Graphite Twill,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
173,8830,Elemental Concrete,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
174,8831,Elemental Stone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
175,8866,Silver Alloy,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
176,8918,Blackened Steel,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
177,8919,Bronzed Steel,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
178,9036,Limed Siltstone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
179,9037,Flint Siltstone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
180,9285,White Twill,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
181,9300,Gray Graphix,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
182,9306,White Bardiglio,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
183,9307,Silver Shalestone,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
184,9308,Geriba Gray,Patterns,,,0,Laminate,Formica,NA,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
185,9309,Star Dune,Patterns,,,0,Laminate,Formica,NA,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
186,9310,White Marble Herringbone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
187,9318,Aluminum,Patterns,,,0,Laminate,Formica,NA,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
188,9319,Stainless,Patterns,,,0,Laminate,Formica,NA,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
189,9320,Blue Felt,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
190,9476,White Ice Granite,Patterns,,,0,Laminate,Formica,NA,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
191,9497,Silver Quartzite,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
192,9512,Layered White Sand,Patterns,,,0,Laminate,Formica,NA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
193,9525,White Shalestone,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
194,9527,Black Shalestone,Patterns,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
195,9529,Sea Salt,Patterns,,,0,Laminate,Formica,NA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
196,9922,Taj Mahal,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
197,9923,Patine Chalk,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
198,9924,Patine Stone,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
199,9925,Foliage,Patterns,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
200,909,Black,Sculpted,,909-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
201,918,Neutral White,Sculpted,,918-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
202,927,Folkstone,Sculpted,,927-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
203,949,White,Sculpted,,949-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
204,2200,Dark Chocolate,Sculpted,,2200-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
205,3505,Storm Solidz,Sculpted,,3505-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
206,5342,Earth,Sculpted,,5342-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
207,5349,Fossil,Sculpted,,5349-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
208,7812,MDF Solidz,Sculpted,,7812-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
209,7813,Cardboard Solidz,Sculpted,,7813-SP,0,Laminate,Formica,NA,SKU suffix inferred using the standard BASE-TEXTURECODE convention seen elsewhere in this catalog; not explicitly confirmed by source material.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
210,098,Fiery Red,Solid Colors,,,0,Laminate,Formica,NA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
211,459,Brite White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
212,463,Sail White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
213,464,Graystone,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
214,837,Graphite,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
215,839,Stop Red,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
216,845,Spectrum Red,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
217,851,Spectrum Blue,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
218,858,Pumice,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
219,899,Desert Beige,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
220,902,Platinum,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
221,909,Black,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
222,912,Storm,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
223,914,Marine Blue,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
224,918,Neutral White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
225,920,Almond,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
226,923,Surf,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
227,927,Folkstone,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
228,928,Mouse,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
229,929,Oyster Gray,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
230,932,Antique White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
231,933,Misson White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
232,934,Pearl,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
233,949,White,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
234,961,Fog,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
235,969,Navy Blue,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
236,1097,Citadel,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
237,1193,Gold Braze,Solid Colors,,,0,Laminate,Formica,NA,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
