code,name,category,subcategory,thickness_mm,has_grain,unit,sort_order
PNL-0075,18.5 WV-04_MDF_WV-04,Panel,MDF,18.5,True,sheet,316
PNL-0076,18.5 WV-04_MDF_WV-04 (Cross),Panel,MDF,18.5,False,sheet,317
PNL-0077,19 Black_MDF (G1S),Panel,MDF,19.1,False,sheet,318
PNL-0078,19 MDF,Panel,MDF,19.1,False,sheet,319
PNL-0079,19 PT10_MDF (G1S),Panel,MDF,19.1,False,sheet,320
PNL-0080,19 PT10_MDF (G2S),Panel,MDF,19.1,False,sheet,321
PNL-0081,19 PT1_MDF_G2S,Panel,MDF,19.05,False,sheet,322
PNL-0082,19 Raw MDF,Panel,MDF,19.1,False,sheet,323
PNL-0083,19 SP03_MDF (G1S),Panel,MDF,19.1,False,sheet,324
PNL-0084,19 SP05_MDF (G1S),Panel,MDF,19.1,False,sheet,325
PNL-0085,19 SP05_MDF (G2S),Panel,MDF,19.1,False,sheet,326
PNL-0086,19mm MDF Black-Black(Popeyes),Panel,MDF,19.0,False,sheet,327
PNL-0087,"19mm MDF Raw, Paint-Grade",Panel,MDF,19.0,False,sheet,328
PNL-0088,25 WV-04_MDF_WV-04,Panel,MDF,25.4,True,sheet,329
PNL-0089,25.4 mm MDF,Panel,MDF,25.4,False,sheet,330
PNL-0090,32mm Layup MDF,Panel,MDF,31.75,True,sheet,331
PNL-0091,45 WV-01_MDF_WV-01,Panel,MDF,44.45,True,sheet,332
PNL-0092,45 WV-04_MDF_WV-04,Panel,MDF,44.45,True,sheet,333
PNL-0093,6 Backer_MDF_WV-02,Panel,MDF,6.35,True,sheet,334
PNL-0094,6 Backer_MDF_WV-04,Panel,MDF,6.0,True,sheet,335
PNL-0095,6 PL1 Beige_MDF_Backer,Panel,MDF,6.35,True,sheet,336
PNL-0096,6 PT10_MDF (G1S),Panel,MDF,6.35,False,sheet,337
PNL-0097,6 WV4_MDF_Backer,Panel,MDF,6.35,True,sheet,338
PNL-0098,6.35 PL1 AgedAsh-WR_MDF_Backer,Panel,MDF,7.0,True,sheet,339
PNL-0099,6.35 PL2 Aged Ash-MT_MDF_Backer,Panel,MDF,7.0,True,sheet,340
PNL-0100,6.4 PL1-Bianco Male JJ_MDF_Brown Backer,Panel,MDF,8.4,False,sheet,341
PNL-0101,6.4 PL2-Beige ELM-NG_MDF_Brown Backer,Panel,MDF,7.8,True,sheet,342
PNL-0102,7 PL1-Sap Walnut_MDF_Backer,Panel,MDF,7.35,True,sheet,343
PNL-0103,MDF 12mm,Panel,MDF,12.0,False,sheet,344
PNL-0104,MDF 16mm,Panel,MDF,18.0,False,sheet,345
PNL-0105,MDF 18mm,Panel,MDF,18.0,False,sheet,346
PNL-0106,MDF 19 mm,Panel,MDF,19.0,False,sheet,347
PNL-0107,MDF 25mm,Panel,MDF,25.0,False,sheet,348
PNL-0108,MDF 32mm,Panel,MDF,18.0,False,sheet,349
PNL-0109,MDF 3mm,Panel,MDF,18.0,False,sheet,350
PNL-0110,MDF 4.75mm,Panel,MDF,4.75,False,sheet,351
PNL-0111,MDF 4mm,Panel,MDF,4.0,False,sheet,352
PNL-0112,MDF 6mm,Panel,MDF,6.0,False,sheet,353
PNL-0113,MDF 9mm,Panel,MDF,16.0,False,sheet,354
PNL-0114,"MDF, 38mm, 1549 x 3660",Panel,MDF,38.0,False,sheet,355
PNL-0115,"MDF, FE, 20.6mm, Macchiato Walnut, Macchiato Walnut",Panel,MDF,20.6,True,sheet,356
PNL-0116,"MDF, FR, 19.05 mm, Raw",Panel,MDF,19.05,False,sheet,357
PNL-0117,"MDF, FR, 20.6mm, Macchiato Walnut, Backer",Panel,MDF,20.6,True,sheet,358
PNL-0118,"MDF, RAW, 19mm",Panel,MDF,19.0,False,sheet,359
PNL-0119,"MDF, RAW, 19mm_3",Panel,MDF,19.0,False,sheet,360
PNL-0120,"MDF, White Oak G1S (A4), FC, 19mm, 1524mm x 3048mm",Panel,MDF,19.0,True,sheet,361
PNL-0121,"S-LYP035 - MDF, Black, Phenolic Backer",Panel,MDF,7.0,False,sheet,362
PNL-0122,S-LYP061-19MM MDF PRIMARY RED-WHITE,Panel,MDF,19.0,False,sheet,363
PNL-0123,S-LYP1855-38mm MDF SLATE GREY-SLATE GREY,Panel,MDF,38.0,False,sheet,364
PNL-0124,"S-LYP2205 MR50 MDF, Black - Black",Panel,MDF,19.0,False,sheet,365
PNL-0125,"S-LYP2206 MR50 MDF, Black - Backer",Panel,MDF,19.0,False,sheet,366
PNL-0126,S-LYP2215-19mm MDF Palisade Oak-Backer,Panel,MDF,19.0,True,sheet,367
PNL-0127,S-LYP2217-19mm MDF Uptown Walnut - Backer,Panel,MDF,19.0,True,sheet,368
PNL-0128,S-LYP2219-19mm MDF Solar Oak - Backer,Panel,MDF,19.0,True,sheet,369
PNL-0129,S-LYP2927-19mm mdf primary red-coal black,Panel,MDF,19.0,True,sheet,370
PNL-0130,S-LYP3009-19mm MDF Graphite-Graphite,Panel,MDF,19.0,False,sheet,371
PNL-0131,S-LYP3010 19mm MDF Graphite-Coal Black,Panel,MDF,19.0,False,sheet,372
PNL-0132,S-LYP3039-6mm MDF Studio Gray Backer,Panel,MDF,6.0,False,sheet,373
PNL-0133,"S-LYP3070 FR MDF, Danish Maple 8906-58-Backer",Panel,MDF,19.0,True,sheet,374
PNL-0134,"S-LYP3071 FR MDF, Danish Maple 8906-58-Backer",Panel,MDF,19.0,True,sheet,375
PNL-0135,S-LYP370-19MM MDF SLATE GREY-BLACK,Panel,MDF,19.0,False,sheet,376
PNL-0136,S-LYP374-19MM MDF MISSION MAPLE-BLACK,Panel,MDF,19.0,True,sheet,377
PNL-0137,S-LYP378-19MM MDF SLATE GREY-SLATE GREY,Panel,MDF,19.0,False,sheet,378
PNL-0138,"S-LYP390 MDF 19mm,Black Textured FRP- Black",Panel,MDF,20.0,False,sheet,379
PNL-0139,"S-LYP392 MDF 6mm,Black Textured FRP- Black",Panel,MDF,6.0,False,sheet,380
PNL-0140,"S-LYP922 MDF, 4mm, Black Velvet, Phenolic Backer",Panel,MDF,4.0,False,sheet,381
PNL-0141,"S-MDF005 - MDF, Raw, 3mm, 1220mm x 2438mm",Panel,MDF,3.0,False,sheet,382
PNL-0142,"S-MDF005 - MDF, Raw, 3mm, 1220mm x 2438mm_2",Panel,MDF,3.0,False,sheet,383
PNL-0143,S-MDF009 6mm MDF FC Walnut G1S,Panel,MDF,6.0,True,sheet,384
PNL-0144,S-MDF010,Panel,MDF,6.0,False,sheet,385
PNL-0145,"S-MDF010- MDF, Raw, 6mm, 1220mm x 2438mm",Panel,MDF,6.0,False,sheet,386
PNL-0146,"S-MDF015-0510 Raw MDF, 13mm",Panel,MDF,13.0,False,sheet,387
PNL-0147,S-MDF030,Panel,MDF,19.0,False,sheet,388
PNL-0148,S-MDF035,Panel,MDF,19.0,False,sheet,389
PNL-0149,S-MDF1031,Panel,MDF,25.0,True,sheet,390
PNL-0150,S-MDF1218,Panel,MDF,19.0,False,sheet,391
PNL-0151,S-MDF1219,Panel,MDF,19.0,True,sheet,392
PNL-0152,"S-MDF1249 FR MDF, RQ Walnut G2S",Panel,MDF,16.0,True,sheet,393
PNL-0153,S-MDF168,Panel,MDF,19.0,False,sheet,394
PNL-0154,S-MDF205,Panel,MDF,19.0,True,sheet,395
PNL-0155,S-MDF270 13mm MDF FC Walnut G1S,Panel,MDF,13.0,True,sheet,396
PNL-0156,"S-MDF275 MDF, Walnut G1S (A4), 19mm",Panel,MDF,19.0,True,sheet,397
PNL-0157,"S-MDF285 MDF, Walnut G2S (A1), FC, 19mm",Panel,MDF,19.0,True,sheet,398
PNL-0158,S-MDF287,Panel,MDF,6.0,True,sheet,399
PNL-0159,S-MDF295,Panel,MDF,19.0,True,sheet,400
PNL-0160,S-MDF320 19mm Medex MDF,Panel,MDF,19.0,False,sheet,401
PNL-0161,S-MDF331,Panel,MDF,19.0,False,sheet,402
PNL-0162,-13 ML1-Black Melamine_G2S (Buy Out),Panel,Melamine,12.7,False,sheet,403
PNL-0163,-19 ML1-Black Melamine_G2S (Buy Out),Panel,Melamine,19.1,False,sheet,404
PNL-0164,13 ML1-Black Melamine_G2S,Panel,Melamine,12.7,False,sheet,405
PNL-0165,13 ML1-White Melamine_G2S,Panel,Melamine,13.0,False,sheet,406
PNL-0166,13 ML1_Standard White Melamine,Panel,Melamine,12.7,False,sheet,407
PNL-0167,13 ML1_White Melamine_G2S,Panel,Melamine,13.0,False,sheet,408
PNL-0168,13mm BLK Melamine,Panel,Melamine,13.0,False,sheet,409
PNL-0169,13mm MEL HARDROCK MAPLE G2S,Panel,Melamine,13.0,True,sheet,410
PNL-0170,13MM MEL NOVA  BLK,Panel,Melamine,13.0,False,sheet,411
PNL-0171,13mm MEL WH G2S,Panel,Melamine,13.0,False,sheet,412
PNL-0172,13mm PB Hardrock Maple Mel,Panel,Melamine,13.0,True,sheet,413
PNL-0173,16 ML1-Black Melamine_G2S,Panel,Melamine,16.0,False,sheet,414
PNL-0174,16 ML1_Standard White Melamine,Panel,Melamine,15.88,False,sheet,415
PNL-0175,16 ML1_White Melamine_G2S,Panel,Melamine,16.0,False,sheet,416
PNL-0176,16mm MEL 555 WH Gloss,Panel,Melamine,16.0,False,sheet,417
PNL-0177,16mm MEL 555 WH Matte,Panel,Melamine,16.0,False,sheet,418
PNL-0178,"16mm MEL 555 WH, PL Gloss 1mm_1S",Panel,Melamine,17.0,False,sheet,419
PNL-0179,16mm MEL HARDROCK MAPLE G2S,Panel,Melamine,16.0,True,sheet,420
PNL-0180,16mm Mel Nova Black,Panel,Melamine,16.0,False,sheet,421
PNL-0181,16mm MEL NOVA WH 555 G2S,Panel,Melamine,16.0,False,sheet,422
PNL-0182,16mm MEL WH,Panel,Melamine,16.0,False,sheet,423
PNL-0183,16mm MEL WH G2S,Panel,Melamine,16.25,False,sheet,424
PNL-0184,19 Black Melamine_G2S,Panel,Melamine,19.1,False,sheet,425
PNL-0185,19 ML1 - Black Melamine,Panel,Melamine,19.1,False,sheet,426
PNL-0186,19 ML1-Black Melamine_G2S,Panel,Melamine,19.1,False,sheet,427
PNL-0187,19 ML1-White Melamine_G2S,Panel,Melamine,19.4,False,sheet,428
PNL-0188,19 ML1_Standard White Melamine,Panel,Melamine,19.1,False,sheet,429
PNL-0189,19 White Melamine G2S,Panel,Melamine,19.1,False,sheet,430
PNL-0190,19.3mm PB Buffer Melamine,Panel,Melamine,19.3,False,sheet,431
PNL-0191,19mm BLK Melamine,Panel,Melamine,19.0,False,sheet,432
PNL-0192,19mm MEL BL G2S,Panel,Melamine,19.0,False,sheet,433
PNL-0193,19mm MEL HARDROCK MAPLE G2S,Panel,Melamine,18.25,True,sheet,434
PNL-0194,19mm Mel Nova Black,Panel,Melamine,19.0,False,sheet,435
PNL-0195,19MM MEL NOVA WHITE,Panel,Melamine,19.0,False,sheet,436
PNL-0196,19mm MEL WH G2S,Panel,Melamine,19.0,False,sheet,437
PNL-0197,19mm MEL WH G2S_1,Panel,Melamine,19.0,False,sheet,438
PNL-0198,19mm Melamine,Panel,Melamine,19.0,False,sheet,439
PNL-0199,19mm Natura -White 4x8 Melamine,Panel,Melamine,19.0,True,sheet,440
PNL-0200,19mm PB Black_Black MEl,Panel,Melamine,20.0,False,sheet,441
PNL-0201,19mm PB Mel Ultra Matte White,Panel,Melamine,19.0,False,sheet,442
PNL-0202,25mm MEL HARDROCK MAPLE G2S,Panel,Melamine,25.0,True,sheet,443
PNL-0203,25mm MEL WH G2S,Panel,Melamine,25.0,False,sheet,444
PNL-0204,25mm MEL WH Matte,Panel,Melamine,25.0,False,sheet,445
PNL-0205,25mm Natura Melamine G2S,Panel,Melamine,25.0,True,sheet,446
PNL-0206,290 Classic Maple Melamine 16mm 2S,Panel,Melamine,16.0,True,sheet,447
PNL-0207,290 Classic Maple Melamine 19mm 2S,Panel,Melamine,19.0,True,sheet,448
PNL-0208,3.2mm Melamine,Panel,Melamine,3.2,False,sheet,449
PNL-0209,32 ML1_White Melamine_G2S,Panel,Melamine,32.0,False,sheet,450
PNL-0210,32mm MEL NOVA WH 555 x 2,Panel,Melamine,32.0,False,sheet,451
PNL-0211,38.1 Black Melamine_G2S,Panel,Melamine,38.1,False,sheet,452
PNL-0212,6 ML1 - Black Melamine,Panel,Melamine,6.0,False,sheet,453
PNL-0213,6 ML1-Black Melamine_G2S,Panel,Melamine,6.35,False,sheet,454
PNL-0214,6 ML1-White Melamine_G2S,Panel,Melamine,6.0,False,sheet,455
PNL-0215,6 ML1_White Melamine_G2S,Panel,Melamine,6.0,False,sheet,456
PNL-0216,6mm MEL BLACK G1S,Panel,Melamine,6.0,False,sheet,457
PNL-0217,6mm MEL WH G1S,Panel,Melamine,6.0,False,sheet,458
PNL-0218,Brass Band Melamine 19mm G2S,Panel,Melamine,19.0,True,sheet,459
PNL-0219,Cactus Textile 19mm Melamine,Panel,Melamine,19.0,False,sheet,460
PNL-0220,Canvas K21 19mm Melamine,Panel,Melamine,19.0,False,sheet,461
PNL-0221,Chakra K74 19 mm Melamine,Panel,Melamine,19.0,True,sheet,462
PNL-0222,First Dance Melamine 19mm G2S,Panel,Melamine,19.0,True,sheet,463
PNL-0223,Karisma Kiss Curl 19 mm Melamine,Panel,Melamine,19.0,True,sheet,464
PNL-0224,"PB, 38mm, Raw, Wh MEl",Panel,Melamine,38.0,False,sheet,465
PNL-0225,"PB, Melamine, 19mm, L203 Black",Panel,Melamine,19.3,False,sheet,466
PNL-0226,"PB, Melamine, 19mm, L581 Sheer Beauty",Panel,Melamine,19.3,True,sheet,467
PNL-0227,"PB, Melamine, 19mm, L761 Moonlight Gray",Panel,Melamine,19.3,False,sheet,468
PNL-0228,"PB, Melamine, 19mm, L765 Midnight Sun",Panel,Melamine,19.3,False,sheet,469
PNL-0229,"PB, Melamine, Black, 13mm",Panel,Melamine,13.0,False,sheet,470
PNL-0230,"PB, Melamine, Black, 16mm",Panel,Melamine,16.0,False,sheet,471
PNL-0231,"PB, Melamine, Black, 19mm",Panel,Melamine,19.3,False,sheet,472
PNL-0232,"PB, Melamine, PL-756 Natural Maple, G1S",Panel,Melamine,20.0,True,sheet,473
PNL-0233,"PB, Melamine, White, 13mm",Panel,Melamine,13.0,False,sheet,474
PNL-0234,"PB, Melamine, White, 13mm_4",Panel,Melamine,13.0,False,sheet,475
PNL-0235,"PB, Melamine, White, 19mm",Panel,Melamine,19.0,False,sheet,476
PNL-0236,"PB, Melamine, White, 949C-58 White",Panel,Melamine,20.0,False,sheet,477
PNL-0237,"PB, Melamine,19mm, Buffer, Post Lam",Panel,Melamine,20.0,False,sheet,478
PNL-0238,"PB_ Melamine, White, G2S_38mm",Panel,Melamine,38.0,False,sheet,479
PNL-0239,"PB_Melamine, A Good Book_Wood Essence, G2S_12mm",Panel,Melamine,13.0,True,sheet,480
PNL-0240,"PB_Melamine, A Good Book_Wood Essence, G2S_16mm",Panel,Melamine,16.0,True,sheet,481
PNL-0241,"PB_Melamine, A Good Book_Wood Essence, G2S_19mm",Panel,Melamine,19.0,True,sheet,482
PNL-0242,S-PB051_13mm Natura Melamine 5x8 G2S,Panel,Melamine,13.0,True,sheet,483
PNL-0243,S-PB051_13mm Natura Melamine 5x8 G2S_1,Panel,Melamine,13.0,True,sheet,484
PNL-0244,S-PB151_19mm Natura Melamine 4x8 G2S,Panel,Melamine,19.0,True,sheet,485
PNL-0245,S-PB152_19mm Natura Melamine 5x8 G2S,Panel,Melamine,19.0,True,sheet,486
PNL-0246,S-PB310_25mm Nova White Melamine 4x8 G2S,Panel,Melamine,25.0,False,sheet,487
PNL-0247,S-PB311_25mm Nova White Melamine 5x8 G2S,Panel,Melamine,25.0,False,sheet,488
PNL-0248,S-PB313-0509-Black Melamine,Panel,Melamine,19.0,False,sheet,489
PNL-0249,S-PB340 Mel,Panel,Melamine,19.0,False,sheet,490
PNL-0250,S-PB340-19MM PB WH MEL,Panel,Melamine,19.0,False,sheet,491
PNL-0251,S-PB342-25MM PB WH MEL,Panel,Melamine,25.0,False,sheet,492
PNL-0252,S-PB395_25mm_PB_White Melamine,Panel,Melamine,25.0,False,sheet,493
PNL-0253,"S-PBWF, Melamine, Winter Fun",Panel,Melamine,19.0,True,sheet,494
PNL-0254,Sheer Beauty Melamine 19mm G2S,Panel,Melamine,19.0,True,sheet,495
PNL-0255,Shiraz Cherry Melamine 19mm G2S,Panel,Melamine,19.0,True,sheet,496
PNL-0256,Smokewood K04 19mm Melamine,Panel,Melamine,19.0,True,sheet,497
PNL-0257,White Melamine 12mm 1S,Panel,Melamine,12.0,False,sheet,498
PNL-0258,White Melamine 12mm 2S,Panel,Melamine,16.0,False,sheet,499
PNL-0259,White Melamine 16mm 1S,Panel,Melamine,16.0,False,sheet,500
PNL-0260,White Melamine 16mm 2S,Panel,Melamine,16.0,False,sheet,501
PNL-0261,White Melamine 18mm 1S,Panel,Melamine,18.0,False,sheet,502
PNL-0262,White Melamine 18mm 2S,Panel,Melamine,18.0,False,sheet,503
PNL-0263,White Melamine 19mm 2S,Panel,Melamine,19.0,False,sheet,504
PNL-0264,White Melamine 25mm 1S,Panel,Melamine,25.0,False,sheet,505
PNL-0265,White Melamine 25mm 2S,Panel,Melamine,25.0,False,sheet,506
PNL-0266,White Melamine 32mm 1S,Panel,Melamine,32.0,False,sheet,507
PNL-0267,White Melamine 32mm 2S,Panel,Melamine,18.0,False,sheet,508
PNL-0268,White Melamine 6mm 1S,Panel,Melamine,6.0,False,sheet,509
PNL-0269,White Melamine 6mm 2S,Panel,Melamine,6.0,False,sheet,510
PNL-0270,White Melamine 9mm 1S,Panel,Melamine,9.0,False,sheet,511
PNL-0271,White Melamine 9mm 2S,Panel,Melamine,18.0,False,sheet,512
PNL-0272,-13 ML1-Beige ELM_G2S (Buy Out),Panel,Other Panel,12.7,True,sheet,513
PNL-0273,-17.5 Core Liner-PL1 Grain,Panel,Other Panel,19.05,True,sheet,514
PNL-0274,-17.5 Core Liner-PL1 Solid,Panel,Other Panel,19.05,False,sheet,515
PNL-0275,-19 ML1-Beige ELM_G2S (Buy Out),Panel,Other Panel,19.1,True,sheet,516
PNL-0276,-LED Wire Drilling,Panel,Other Panel,19.0,False,sheet,517
PNL-0277,-Walls,Panel,Other Panel,,True,sheet,518
PNL-0278,1 PL2-Tuxedo,Panel,Other Panel,1.0,False,sheet,519
PNL-0279,12 Core PL1-Backer Grain,Panel,Other Panel,12.7,True,sheet,520
PNL-0280,12 Core PL1-Backer Solid,Panel,Other Panel,12.7,False,sheet,521
PNL-0281,12 Core PL1-Liner Grain,Panel,Other Panel,12.7,True,sheet,522
PNL-0282,12 Core PL1-Liner Solid,Panel,Other Panel,12.7,False,sheet,523
PNL-0283,12 Core PL1-PL1 Grain,Panel,Other Panel,12.7,True,sheet,524
PNL-0284,12 Core PL1-PL1 Solid,Panel,Other Panel,12.7,False,sheet,525
PNL-0285,12mm Glacier White,Panel,Other Panel,12.0,False,sheet,526
PNL-0286,13 CR1,Panel,Other Panel,13.0,False,sheet,527
PNL-0287,13 CR1_White_G2S,Panel,Other Panel,12.7,False,sheet,528
PNL-0288,13 ML1-Beige ELM_G2S,Panel,Other Panel,12.7,True,sheet,529
PNL-0289,13 ML1-Nova White_G2S,Panel,Other Panel,13.0,False,sheet,530
PNL-0290,13 ML1_White_G2S,Panel,Other Panel,12.7,False,sheet,531
PNL-0291,13 ML2 - ClassicBlack_G2S,Panel,Other Panel,13.0,False,sheet,532
PNL-0292,13 ML4 - Good Book_G2S,Panel,Other Panel,13.0,True,sheet,533
PNL-0293,13 SSM-Linen,Panel,Other Panel,13.0,False,sheet,534
PNL-0294,13 SSM-Urban Habitat,Panel,Other Panel,13.0,False,sheet,535
PNL-0295,13 SSM2-Snow White,Panel,Other Panel,13.0,False,sheet,536
PNL-0296,13 WD01,Panel,Other Panel,12.7,True,sheet,537
PNL-0297,13 WD01 - White Oak Base,Panel,Other Panel,13.0,True,sheet,538
PNL-0298,13 WD04-Red Oak (Flat Cut),Panel,Other Panel,13.0,True,sheet,539
PNL-0299,13 WV01 - White Oak_G1S,Panel,Other Panel,13.0,True,sheet,540
PNL-0300,13 WV02 - Red Oak_G1S,Panel,Other Panel,13.0,True,sheet,541
PNL-0301,13 WV04-Red Oak (Flat Cut)_G1S,Panel,Other Panel,13.0,True,sheet,542
PNL-0302,13mm Matt Black,Panel,Other Panel,13.0,False,sheet,543
PNL-0303,13mm Morning Ice,Panel,Other Panel,12.0,False,sheet,544
PNL-0304,16 ML1-Beige ELM_G2S,Panel,Other Panel,16.0,True,sheet,545
PNL-0305,16 ML1-Tuxedo_G2S,Panel,Other Panel,16.0,True,sheet,546
PNL-0306,16 ML1-Tuxedo_G2S(Narrow trim),Panel,Other Panel,16.0,True,sheet,547
PNL-0307,16 ML1_White_G2S,Panel,Other Panel,16.0,False,sheet,548
PNL-0308,16 ML2-Hardrock Maple_G2S,Panel,Other Panel,16.0,True,sheet,549
PNL-0309,16 ML2-Nova White_G2S,Panel,Other Panel,16.0,False,sheet,550
PNL-0310,16 ML2-Nova White_G2S_1,Panel,Other Panel,16.0,False,sheet,551
PNL-0311,16 ML4 - Good Book_G2S,Panel,Other Panel,16.0,True,sheet,552
PNL-0312,16MM BB BLACK-BLACK(OFFCUTS),Panel,Other Panel,16.0,False,sheet,553
PNL-0313,16MM TAFISA GLACIER WHITE-OFFCUT,Panel,Other Panel,16.0,False,sheet,554
PNL-0314,16mm Tafisa L191 Glacier white,Panel,Other Panel,16.0,False,sheet,555
PNL-0315,17.5 Core Liner-PL1 Grain,Panel,Other Panel,19.05,True,sheet,556
PNL-0316,17.5 Core Liner-PL1 Solid,Panel,Other Panel,19.05,False,sheet,557
PNL-0317,17.5 Core PL1-Backer Grain,Panel,Other Panel,19.05,True,sheet,558
PNL-0318,17.5 Core PL1-Backer Solid,Panel,Other Panel,19.05,False,sheet,559
PNL-0319,17.5 Core PL1-Liner Grain,Panel,Other Panel,19.05,True,sheet,560
PNL-0320,17.5 Core PL1-Liner Solid,Panel,Other Panel,19.05,False,sheet,561
PNL-0321,17.5 Core PL1-PL1 Grain,Panel,Other Panel,19.05,True,sheet,562
PNL-0322,17.5 Core PL1-PL1 Solid,Panel,Other Panel,19.05,False,sheet,563
PNL-0323,18 Bender Board,Panel,Other Panel,18.0,False,sheet,564
PNL-0324,18 Scrap Material,Panel,Other Panel,18.0,False,sheet,565
PNL-0325,19 ML01_Superior White,Panel,Other Panel,19.1,False,sheet,566
PNL-0326,19 ML01_Superior white #W100,Panel,Other Panel,19.1,False,sheet,567
PNL-0327,19 ML1-Beige ELM_G2S,Panel,Other Panel,19.1,True,sheet,568
PNL-0328,19 ML1-Latitude North_G2S,Panel,Other Panel,19.1,True,sheet,569
PNL-0329,19 ML1-Nova White_G2S,Panel,Other Panel,19.1,False,sheet,570
PNL-0330,19 ML1_White_G2S,Panel,Other Panel,19.1,False,sheet,571
PNL-0331,19 ML2 - ClassicBlack_G2S,Panel,Other Panel,19.1,False,sheet,572
PNL-0332,19 ML2-Hardrock Maple_G2S,Panel,Other Panel,19.1,True,sheet,573
PNL-0333,19 ML3-Kiss Curl_G2S,Panel,Other Panel,19.1,True,sheet,574
PNL-0334,19 ML4 - Good Book_G2S,Panel,Other Panel,19.1,True,sheet,575
PNL-0335,19 PL-White Sand(Buyout),Panel,Other Panel,19.0,False,sheet,576
PNL-0336,19 PL1-Paloma Polar PF Ct (Buyout),Panel,Other Panel,19.0,True,sheet,577
PNL-0337,19 PT1-SW#....._G2S,Panel,Other Panel,19.1,False,sheet,578
PNL-0338,19 PT1_White Oak_G1S,Panel,Other Panel,18.5,True,sheet,579
PNL-0339,19 PT1_White Oak_G2S,Panel,Other Panel,18.5,True,sheet,580
PNL-0340,19 SB1_White_G2S,Panel,Other Panel,19.1,False,sheet,581
PNL-0341,19 SB2_Grey_G2S,Panel,Other Panel,19.1,False,sheet,582
PNL-0342,19 Stock-PB(Extra),Panel,Other Panel,19.0,False,sheet,583
PNL-0343,19 WD01 - White Oak Base,Panel,Other Panel,19.0,True,sheet,584
PNL-0344,19 WD02,Panel,Other Panel,19.0,True,sheet,585
PNL-0345,19 WD04,Panel,Other Panel,19.0,True,sheet,586
PNL-0346,19 WD04-Red Oak (Flat Cut),Panel,Other Panel,19.0,True,sheet,587
PNL-0347,19 WD1_Walnut,Panel,Other Panel,19.1,True,sheet,588
PNL-0348,19 WV1_White Oak_G1S,Panel,Other Panel,18.5,True,sheet,589
PNL-0349,19 WV1_White Oak_G2S,Panel,Other Panel,18.5,True,sheet,590
PNL-0350,19mm Chamelion G2S,Panel,Other Panel,18.25,True,sheet,591
PNL-0351,19mm L588 Tafisa Wood Grain,Panel,Other Panel,19.0,True,sheet,592
PNL-0352,19mm Matt Black,Panel,Other Panel,19.0,False,sheet,593
PNL-0353,19mm PL4-BK,Panel,Other Panel,19.0,True,sheet,594
PNL-0354,19mm ROCKY MOUNTAIN,Panel,Other Panel,19.0,True,sheet,595
PNL-0355,19MM ROCKY MOUNTAIN-5x8,Panel,Other Panel,19.0,True,sheet,596
PNL-0356,19MM ROCKY MOUNTAIN-5x9,Panel,Other Panel,19.0,True,sheet,597
PNL-0357,19MM SV1-SV1(OFFCUT 2),Panel,Other Panel,19.0,True,sheet,598
PNL-0358,19MM WOOD VENNER WALNUT G1S,Panel,Other Panel,19.0,True,sheet,599
PNL-0359,1inch. Insulated Sheets,Panel,Other Panel,25.4,True,sheet,600
PNL-0360,23 mm Solid,Panel,Other Panel,23.0,False,sheet,601
PNL-0361,25 Core Liner-PL1 Grain,Panel,Other Panel,25.4,True,sheet,602
PNL-0362,25 Core Liner-PL1 Solid,Panel,Other Panel,25.4,False,sheet,603
PNL-0363,25 Core PL1-Liner Grain,Panel,Other Panel,25.4,True,sheet,604
PNL-0364,25 Core PL1-Liner Solid,Panel,Other Panel,25.4,False,sheet,605
PNL-0365,25 Core PL1-PL1 Grain,Panel,Other Panel,25.4,True,sheet,606
PNL-0366,25 Core PL1-PL1 Solid,Panel,Other Panel,25.4,False,sheet,607
PNL-0367,25 ML01_Superior White,Panel,Other Panel,25.4,False,sheet,608
PNL-0368,25 ML1-Latitude North_G2S,Panel,Other Panel,25.4,True,sheet,609
PNL-0369,25 ML1-Nova White_G2S,Panel,Other Panel,25.4,False,sheet,610
PNL-0370,25 ML2 - ClassicBlack_G2S,Panel,Other Panel,25.4,False,sheet,611
PNL-0371,25 ML3-Kiss Curl_G2S,Panel,Other Panel,25.4,True,sheet,612
PNL-0372,25 mm Solid,Panel,Other Panel,25.0,False,sheet,613
PNL-0373,25 WD01,Panel,Other Panel,25.0,True,sheet,614
PNL-0374,25 WD04,Panel,Other Panel,25.4,True,sheet,615
PNL-0375,25 WHITE-WHITE G1S,Panel,Other Panel,25.0,False,sheet,616
PNL-0376,30mm Quartz Santenay Honed,Panel,Other Panel,30.0,False,sheet,617
PNL-0377,32 ML1-Tuxedo_G2S,Panel,Other Panel,32.0,True,sheet,618
PNL-0378,32mm Buildup Mat  WH Gloss_1S,Panel,Other Panel,32.0,False,sheet,619
PNL-0379,32mm Buildup Mat  WH Gloss_2S,Panel,Other Panel,32.0,False,sheet,620
PNL-0380,32mm Buildup Mat  WH Matt_2S,Panel,Other Panel,32.0,False,sheet,621
PNL-0381,35 mm Solid,Panel,Other Panel,35.0,False,sheet,622
PNL-0382,38 Core PL1-Liner Grain,Panel,Other Panel,38.1,True,sheet,623
PNL-0383,38 Core PL1-Liner Solid,Panel,Other Panel,38.1,False,sheet,624
PNL-0384,38 Core PL1-PL1 Grain,Panel,Other Panel,38.1,True,sheet,625
PNL-0385,38 Core PL1-PL1 Solid,Panel,Other Panel,38.1,False,sheet,626
